id;codproc;nome;sexo;idade_min;idade_max;vlr_sa;vlr_sh;vlr_sp;qtde_maxima;ptos_ato;dias_permanencia;complexidade;co_financiamento;co_rubrica;classeprimariaid;classesecundariaid
4684;0604460066;ENTECAVIR 1.0 MG (POR COMPRIMIDO)                                                                                                                                                                                                                         ;I;13;130;0;0;0;31;0;9999;3;02;      ;;
4685;0604630018;MIGLUSTATE 100 MG (POR CAPSULA)                                                                                                                                                                                                                           ;I;18;130;0;0;0;93;0;9999;3;02;      ;;
4686;0604240040;ALFAVELAGLICERASE 200 U INJETAVEL (POR FRASCO AMPOLA)                                                                                                                                                                                                     ;I;0;130;0;0;0;48;0;9999;3;02;      ;;
4687;0604240058;ALFAVELAGLICERASE 400 U INJETAVEL (POR FRASCO AMPOLA)                                                                                                                                                                                                     ;I;0;130;0;0;0;24;0;9999;3;02;      ;;
4688;0301030197;ATENDIMENTO PRÉ-HOSPITALAR MÓVEL (MOTOLÂNCIA)                                                                                                                                                                                                             ;I;0;130;0;0;0;9999;0;9999;2;05;      ;;
4689;0702110043;SUBSTITUTO BIOLÓGICO DE PELE - MATRIZES DE REGENERAÇÃO DÉRMICA (POR CM2)                                                                                                                                                                                  ;N;9999;9999;0;49,56;0;250;0;9999;0;06;      ;;
4690;0603050042;ALTEPLASE 10MG INJETÁVEL ( POR FRASCO AMPOLA)                                                                                                                                                                                                             ;I;0;130;0;167;0;1;0;9999;2;06;      ;;
4691;0603050050;ALTEPLASE 20MG INJETÁVEL (POR FRASCO AMPOLA)                                                                                                                                                                                                              ;I;0;130;0;334;0;2;0;9999;2;06;      ;;
4692;0603050069;ALTEPLASE 50MG INJETÁVEL (POR FRASCO AMPOLA)                                                                                                                                                                                                              ;I;0;130;0;835;0;1;0;9999;2;06;      ;;
4693;0603050077;TENECTEPLASE- TNK 30 MG INJETÁVEL ( POR FRASCO AMPOLA)                                                                                                                                                                                                    ;I;0;130;0;1357,5;0;1;0;9999;2;06;      ;;
4694;0603050085;TENECTEPLASE - TNK 40 MG INJETÁVEL (POR FRASCO AMPOLA)                                                                                                                                                                                                    ;I;0;130;0;1810;0;1;0;9999;2;06;      ;;
4695;0603050093;TENECTEPLASE-TNK 50 MG INJETÁVEL ( POR FRASCO AMPOLA)                                                                                                                                                                                                     ;I;0;130;0;2262,5;0;1;0;9999;2;06;      ;;
4696;0603050107;CLOPIDOGREL 75MG (COMPRIMIDO)                                                                                                                                                                                                                             ;I;0;130;0;0,5;0;40;0;9999;2;06;      ;;
4697;0802010210;DIÁRIA DE UNIDADE DE TERAPIA INTENSIVA CORONARIANA-UCO TIPO II                                                                                                                                                                                            ;I;18;130;0;410,92;67,8;9999;0;9999;0;06;      ;;
4698;0802010229;DIÁRIA DE UNIDADE DE TERAPIA INTENSIVA CORONARIANA- UCO TIPO III                                                                                                                                                                                          ;I;18;130;0;436,61;72,02;9999;0;9999;0;06;      ;;
4699;0303050217;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR- ASSOCIAÇÃO DE 1ª, 2ª E 3ª LINHAS                                                                                                                                                             ;I;0;130;150,69;0;0;1;0;9999;2;06;      ;;
4700;0303050225;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA BINOCULAR - ASSOCIAÇÃO 1ª, 2ª E 3ª LINHAS                                                                                                                                                               ;I;0;130;226,02;0;0;1;0;9999;2;06;      ;;
4701;0202031209;DOSAGEM DE TROPONINA                                                                                                                                                                                                                                      ;I;0;130;9;9;0;2;0;9999;2;06;      ;0;0
4702;0207020043;RESSONÂNCIA MAGNÉTICA DE MAMA UNILATERAL PARA AVALIAÇÃO DE POSSÍVEIS COMPLICAÇÕES DE IMPLANTE DE PRÓTESE - RESTRITA AOS CASOS DE IMPLANTE UNILATERAL DE PRÓTESE                                                                                           ;I;1;9;2,69;0;0;1;0;9999;2;04;040053;;
4703;0207020051;RESSONÂNCIA MAGNÉTICA DE MAMA BILATERAL PARA AVALIAÇÃO DE POSSÍVEIS COMPLICAÇÕES DE IMPLANTE DE PRÓTESE                                                                                                                                                   ;I;1;9;2,69;0;0;1;0;9999;2;04;040053;;
4704;0410010138;RETIRADA DE PRÓTESE MAMÁRIA UNILATERAL EM CASOS DE COMPLICAÇÃO DA PRÓTESE MAMÁRIA IMPLANTADA                                                                                                                                                              ;I;16;130;0;161,48;128,52;1;250;2;2;06;      ;;
4705;0410010146;RETIRADA DE PRÓTESE MAMÁRIA BILATERAL EM CASOS DE COMPLICAÇÃO DA PRÓTESE MAMÁRIA IMPLANTADA                                                                                                                                                               ;I;16;130;0;322,95;257,05;1;250;2;2;06;      ;;
4706;0410010154;RETIRADA DE PRÓTESE MAMÁRIA UNILATERAL EM CASOS DE COMPLICAÇÃO DE IMPLANTAÇÃO DA PRÓTESE, COM IMPLANTAÇÃO DE NOVA PRÓTESE, NO MESMO ATO CIRÚRGICO                                                                                                         ;I;16;130;0;175,9;140,02;1;250;2;2;06;      ;;
4707;0410010162;RETIRADA DE PRÓTESE MAMÁRIA BILATERAL EM CASOS DE COMPLICAÇÃO DE IMPLANTAÇÃO DA PRÓTESE, COM IMPLANTAÇÃO DE NOVA PRÓTESE NO MESMO ATO CIRÚRGICO                                                                                                           ;I;16;130;0;351,8;280,04;1;250;2;2;06;      ;;
4708;0410010170;IMPLANTE DE PRÓTESE MAMÁRIA UNILATERAL PÓS TRATAMENTO DE COMPLICAÇÃO DE IMPLANTE MAMÁRIO ANTERIOR                                                                                                                                                         ;I;1;9;0;1,61;1,29;1;250;2;2;04;040054;;
4709;0410010189;IMPLANTE  DE PRÓTESE MAMÁRIA BILATERAL PÓS TRATAMENTO DE COMPLICAÇÃO DE IMPLANTE MAMÁRIO ANTERIOR                                                                                                                                                         ;I;1;9;0;3,23;2,57;1;250;2;2;04;040054;;
4710;0205020208;ULTRASSONOGRAFIA DE MAMA UNILATERAL PARA AVALIAÇÃO DE POSSÍVEIS COMPLICAÇÕES DE IMPLANTE DE PRÓTESE                                                                                                                                                       ;I;1;9;0,12;0;0;1;0;9999;2;04;040053;;
4711;0205020216;ULTRASSONOGRAFIA DE MAMA BILATERAL PARA AVALIAÇÃO DE POSSÍVEIS COMPLICAÇÕES DE IMPLANTE DE PRÓTESE                                                                                                                                                        ;I;1;9;0,24;0;0;1;0;9999;2;04;040053;;
4712;0214010066;TESTE RÁPIDO DE GRAVIDEZ                                                                                                                                                                                                                                  ;F;9;55;0;0;0;9999;0;9999;1;01;      ;;
4713;0303040300;TRATAMENTO DO ACIDENTE VASCULAR CEREBRAL ISQUÊMICO AGUDO COM USO DE TROMBOLÍTICO                                                                                                                                                                          ;I;18;130;0;1571,17;64,38;1;100;7;2;06;      ;;
4714;0506020053;TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE RIM - PÓS TRANSPLANTE CRÍTICO                                                                                                                                                                             ;I;0;130;0;82,62;35,43;30;200;9999;3;04;040032;;
4715;0506020061;TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE CORAÇÃO- PÓS TRANSPLANTE CRÍTICO                                                                                                                                                                          ;I;0;130;0;160,97;44,87;30;200;9999;3;04;040032;;
4716;0506020070;TRATAMENTO DE INTERCORRÊNCIA PÓS TRANSPLANTE DE PULMÃO UNI/BILATERAL - PÓS TRANSPLANTE CRÍTICO                                                                                                                                                            ;I;0;130;0;250,54;107,43;30;200;9999;3;04;040032;;
4717;0506020088;TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE SIMULTANEO DE RIM/PÃNCREAS OU PÂNCREAS ISOLADO- PÓS TRANSPLANTE CRÍTICO                                                                                                                                      ;I;0;130;0;213,81;91,67;30;200;9999;3;04;040032;;
4718;0506020096;TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO                                                                                                                                                                           ;I;0;130;0;267,67;114,77;30;200;9999;3;04;040032;;
4719;0506020100;TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS- PÓS TRANSPLANTE CRÍTICO                                                                                                                                          ;I;0;130;0;338,12;59,67;30;200;9999;3;04;040032;;
4720;0506020118;TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE AUTOLÓGO DE CÉLULAS-TRONCO HEMATOPOÉTICAS- PÓS TRANSPLANTE CRÍTICO                                                                                                                                           ;I;0;130;0;108,46;19,14;30;200;9999;3;04;040032;;
4721;0501050043;EXAMES DE PACIENTES EM LISTA DE ESPERA PARA TRANSPLANTES                                                                                                                                                                                                  ;I;0;130;340,2;0;0;1;0;9999;3;04;040032;;
4722;0101010095;PREVENÇÃO DA COVID-19 NAS ESCOLAS                                                                                                                                                                                                                         ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4723;0101020104;ORIENTAÇÃO DE HIGIENE BUCAL                                                                                                                                                                                                                               ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4724;0101020112;AÇÃO COLETIVA DE PREVENÇÃO DE CÂNCER BUCAL                                                                                                                                                                                                                ;I;10;130;0;0;0;9999;0;9999;1;01;      ;;
4725;0101020120;ORIENTAÇÃO DE HIGIENIZAÇÃO DE PRÓTESES DENTÁRIAS                                                                                                                                                                                                          ;I;10;130;0;0;0;9999;0;9999;1;01;      ;;
4726;0101040059;ADMINISTRAÇÃO DE VITAMINA A                                                                                                                                                                                                                               ;I;0;49;0;0;0;9999;0;9999;1;01;      ;;
4727;0101040067;APLICAÇÃO DE SUPLEMENTOS DE MICRONUTRIENTES                                                                                                                                                                                                               ;I;0;49;0;0;0;9999;0;9999;1;01;      ;;
4728;0101040075;MEDIÇÃO DE ALTURA                                                                                                                                                                                                                                         ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4729;0101040083;MEDIÇÃO DE PESO                                                                                                                                                                                                                                           ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4730;0101050011;PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA                                                                                                                                                                                                        ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4731;0101050020;TERAPIA COMUNITÁRIA                                                                                                                                                                                                                                       ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4732;0101050046;YOGA                                                                                                                                                                                                                                                      ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4733;0101050054;OFICINA DE MASSAGEM/ AUTO-MASSAGEM                                                                                                                                                                                                                        ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4734;0101050062;SESSÃO DE ARTETERAPIA                                                                                                                                                                                                                                     ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4735;0101050070;SESSÃO DE MEDITAÇÃO                                                                                                                                                                                                                                       ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4736;0101050089;SESSÃO DE MUSICOTERAPIA                                                                                                                                                                                                                                   ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4737;0101050097;SESSÃO DE ANTROPOSOFIA APLICADA À SAÚDE                                                                                                                                                                                                                   ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4738;0101050100;SESSÃO DE BIODANÇA                                                                                                                                                                                                                                        ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4739;0101050119;SESSÃO DE BIOENERGÉTICA                                                                                                                                                                                                                                   ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4740;0101050127;SESSÃO DE CONSTELAÇÃO FAMILIAR                                                                                                                                                                                                                            ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4741;0101050135;SESSÃO DE DANÇA CIRCULAR                                                                                                                                                                                                                                  ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4742;0101050143;SESSÃO DE TERMALISMO                                                                                                                                                                                                                                      ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4743;0102010544;CADASTRO DE INDÚSTRIAS DE INSUMOS FARMACÊUTICOS                                                                                                                                                                                                           ;N;9999;9999;0;0;0;9999;0;9999;0;07;      ;;
4744;0102010552;CADASTRO DE INDÚSTRIAS DE PRODUTOS PARA SAÚDE                                                                                                                                                                                                             ;N;9999;9999;0;0;0;9999;0;9999;0;07;      ;;
4745;0102010560;INSPEÇÃO SANITÁRIA DE INDÚSTRIAS DE INSUMOS FARMACÊUTICOS                                                                                                                                                                                                 ;N;9999;9999;0;0;0;9999;0;9999;0;07;      ;;
4746;0102010579;INSPEÇÃO SANITÁRIA DE INDÚSTRIAS DE PRODUTOS PARA SAÚDE                                                                                                                                                                                                   ;N;9999;9999;0;0;0;9999;0;9999;0;07;      ;;
4747;0102010587;IMPLEMENTAÇÃO DE PROCEDIMENTOS (POPS) HARMONIZADOS EM NÍVEL TRIPARTITE RELACIONADOS À INSPEÇÃO EM ESTABELECIMENTOS FABRICANTES DE MEDICAMENTOS                                                                                                            ;N;9999;9999;0;0;0;9999;0;9999;0;07;      ;;
4748;0102010595;IMPLEMENTAÇÃO DE PROCEDIMENTOS (POPS) HARMONIZADOS EM NÍVEL TRIPARTITE RELACIONADOS À INSPEÇÃO EM ESTABELECIMENTOS FABRICANTES DE INSUMOS FARMACÊUTICOS                                                                                                   ;N;9999;9999;0;0;0;9999;0;9999;0;07;      ;;
4749;0102010609;IMPLEMENTAÇÃO DE PROCEDIMENTOS (POPS) HARMONIZADOS EM NÍVEL TRIPARTITE RELACIONADOS A INSPEÇÃO EM ESTABELECIMENTOS FABRICANTES DE PRODUTOS PARA SAÚDE                                                                                                     ;N;9999;9999;0;0;0;9999;0;9999;0;07;      ;;
4750;0102010617;ENVIO DE RELATÓRIOS DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE MEDICAMENTOS À ANVISA                                                                                                                                                                  ;N;9999;9999;0;0;0;9999;0;9999;0;07;      ;;
4751;0102010625;ENVIO DE RELATÓRIOS DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE INSUMOS FARMACÊUTICOS À ANVISA                                                                                                                                                         ;N;9999;9999;0;0;0;9999;0;9999;0;07;      ;;
4752;0102010633;ENVIO DE RELATÓRIOS DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE PRODUTOS PARA SAÚDE À ANVISA                                                                                                                                                           ;N;9999;9999;0;0;0;9999;0;9999;0;07;      ;;
4753;0102010641;AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO RESPONSÁVEL PELAS ATIVIDADES DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE MEDICAMENTOS                                                                                                                   ;N;9999;9999;0;0;0;9999;0;9999;0;07;      ;;
4754;0102010650;AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO RESPONSÁVEL PELAS ATIVIDADES DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE INSUMOS FARMACÊUTICOS                                                                                                          ;N;9999;9999;0;0;0;9999;0;9999;0;07;      ;;
4755;0102010668;AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO RESPONSÁVEL PELAS ATIVIDADES DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE PRODUTOS PARA SAÚDE                                                                                                            ;N;9999;9999;0;0;0;9999;0;9999;0;07;      ;;
4756;0102020019;VIGILÂNCIA DA SITUAÇÃO DE SAÚDE DOS TRABALHADORES                                                                                                                                                                                                         ;N;9999;9999;0;0;0;9999;0;9999;2;05;      ;;
4757;0102020027;ATIVIDADE EDUCATIVA EM SAÚDE DO TRABALHADOR                                                                                                                                                                                                               ;I;4;130;0;0;0;9999;0;9999;2;05;      ;;
4758;0102020035;INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR                                                                                                                                                                                                                ;N;9999;9999;0;0;0;9999;0;9999;2;05;      ;;
4759;0201020068;COLETA DE SANGUE PARA TIPIFICAÇÃO DO ALELO HLA-B                                                                                                                                                                                                          ;I;0;130;0;0;0;1;0;9999;2;06;      ;;
4760;0202010775;DETERMINAÇÃO DE CREMATÓCRITO NO LEITE HUMANO ORDENHADO                                                                                                                                                                                                    ;N;9999;9999;1,53;0;0;9999;0;9999;2;06;      ;;
4761;0202010783;ACIDEZ TITULÁVEL NO LEITE HUMANO (DORNIC)                                                                                                                                                                                                                 ;N;9999;9999;3,04;0;0;9999;0;9999;2;06;      ;;
4762;0202010791;DOSAGEM DE PEPTÍDEOS NATRIURÉTICOS TIPO B (BNP E NT-PROBNP)                                                                                                                                                                                               ;I;45;130;27;0;0;9999;0;9999;2;06;      ;;
4763;0202020550;DOSAGEM DE PROTEINA C FUNCIONAL                                                                                                                                                                                                                           ;F;9;60;75;75;0;1;0;9999;2;04;040072;;
4764;0202020568;DOSAGEM DE PROTEINA S FUNCIONAL                                                                                                                                                                                                                           ;F;9;60;125;125;0;1;0;9999;2;04;040072;;
4765;0202020576;PESQUISA DE ANTICOAGULANTE LÚPICO                                                                                                                                                                                                                         ;F;9;60;110;110;0;1;0;9999;2;04;040072;;
4766;0202031217;DOSAGEM DO ANTÍGENO CA 125                                                                                                                                                                                                                                ;I;19;130;13,35;0;0;9999;0;9999;2;06;      ;;
4767;0202031225;EXAME LABORATORIAL PARA DOENÇA DE GAUCHER I                                                                                                                                                                                                               ;I;0;130;80;0;0;1;0;9999;2;06;      ;;
4768;0202031233;EXAME LABORATORIAL PARA DOENÇA DE GAUCHER II                                                                                                                                                                                                              ;I;0;130;120;0;0;1;0;9999;2;06;      ;;
4769;0202031241;GENOTIPAGEM DO HIV                                                                                                                                                                                                                                        ;I;0;130;0;0;0;1;0;9999;3;07;      ;;
4770;0202031250;DETECÇÃO DE RNA DO HTLV-1                                                                                                                                                                                                                                 ;I;19;130;65;0;0;1;0;9999;2;06;      ;;
4771;0202031268;PESQUISA DE ANTICORPOS ANTICORPOS ANTI-HTLV-1 (WESTERN-BLOT)                                                                                                                                                                                              ;I;19;130;85;0;0;1;0;9999;2;06;      ;;
4772;0202031276;DOSAGEM DE ADENOSINA-DESAMINASE (ADA)                                                                                                                                                                                                                     ;I;0;130;13,06;13,06;0;1;0;9999;2;06;      ;;
4773;0202031284;ANTIBETA 2 GLICOPROTEINA I -IGG                                                                                                                                                                                                                           ;F;9;60;125;125;0;1;0;9999;2;04;040072;;
4774;0202031292;DOSAGEM DE ANTI-BETA-2-GLICOPROTEÍNA I - IGM                                                                                                                                                                                                              ;F;9;60;125;125;0;1;0;9999;2;04;040072;;
4775;0202031306;DIAGNÓSTICO E REAVALIAÇÃO DE HEMOGLOBINÚRIA PAROXISTICA NOTURNA                                                                                                                                                                                           ;I;0;130;80;80;0;6;0;9999;2;04;040062;;
4776;0202080242;PROVA CONFIRMATÓRIA DA PRESENÇA DE MICRO-ORGANISMOS COLIFORMES                                                                                                                                                                                            ;N;9999;9999;5,62;0;0;9999;0;9999;2;06;      ;;
4777;0202090361;TESTE MOLECULAR PARA A DETECÇÃO DO COMPLEXO MYCOBACTERIUM TUBERCULOSIS                                                                                                                                                                                    ;I;0;130;0;0;0;9999;0;9999;2;07;      ;;
4778;0202100049;QUANTIFICAÇÃO/AMPLIFICAÇÃO DO HER-2                                                                                                                                                                                                                       ;I;16;130;120;120;0;1;0;9999;2;06;      ;;
4779;0202100057;FOCALIZAÇÃO ISOELÉTRICA DA TRANSFERRINA                                                                                                                                                                                                                   ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4780;0202100065;ANÁLISE DE DNA PELA TÉCNICA DE SOUTHERN BLOT                                                                                                                                                                                                              ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4781;0202100073;ANÁLISE DE DNA POR MLPA                                                                                                                                                                                                                                   ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4782;0202100081;IDENTIFICAÇÃO DE MUTAÇÃO/REARRANJOS POR PCR, PCR SENSÍVEL A METILAÇÃO, qPCR E qPCR SENSÍVEL A METILAÇÃO                                                                                                                                                   ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4783;0202100090;FISH EM METÁFASE OU NÚCLEO INTERFÁSICO, POR DOENÇA                                                                                                                                                                                                        ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4784;0202100103;IDENTIFICAÇÃO DE ALTERAÇÃO CROMOSSÔNICA SUBMICROSCÓPICA POR ARRAY-CGH                                                                                                                                                                                     ;I;0;130;0;0;0;9999;0;9999;2;04;040062;;
4785;0202100111;IDENTIFICAÇÂO DE MUTAÇÃO POR SEQUENCIAMENTO POR AMPLICON ATÉ 500 PARES DE BASES                                                                                                                                                                           ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4786;0202100120;IDENTIFICAÇÃO DE GLICOSAMINOGLICANOS URINÁRIOS POR CROMATOGRAFIA EM CAMADA DELGADA , ELETROFORESE E DOSAGEM QUANTITATIVA                                                                                                                                  ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4787;0202100138;IDENTIFICAÇÃO DE OLIGOSSACARÍDEOS E SIALOSSACARÍDEOS POR CROMATOGRAFIA (CAMADA DELGADA)                                                                                                                                                                   ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4788;0202100146;DOSAGEM QUANTITATIVA DE CARNITINA, PERFIL DE ACILCARNITINAS                                                                                                                                                                                               ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4789;0202100154;DOSAGEM QUANTITATIVA DE AMINOÁCIDOS                                                                                                                                                                                                                       ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4790;0202100162;DOSAGEM QUANTITATIVA DE ÁCIDOS ORGÂNICOS                                                                                                                                                                                                                  ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4791;0202100170;ENSAIOS ENZIMÁTICOS NO PLASMA E LEUCÓCITOS PARA DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO                                                                                                                                                                ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4792;0202100189;ENSAIOS ENZIMÁTICOS EM ERITRÓCITOS PARA DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO                                                                                                                                                                        ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4793;0202100197;ENSAIOS ENZIMÁTICOS EM TECIDO CULTIVADO PARA DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO                                                                                                                                                                   ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4794;0202100200;SEQUENCIAMENTO COMPLETO DO EXOMA                                                                                                                                                                                                                          ;I;0;130;0;0;0;1;0;9999;2;04;040062;;
4795;0202100219;DIAGNÓSTICO DE LEUCEMIA CROMOSSOMA PHILADELPHIA POSITIVO POR TÉCNICA MOLECULAR                                                                                                                                                                            ;I;0;130;144,24;144,24;0;1;0;9999;2;04;040071;;
4796;0202100227;REAVALIAÇÃO DIAGNÓSTICA DE LEUCEMIA CROMOSSOMA PHILADELPHIA POSITIVO POR TÉCNICA MOLECULAR                                                                                                                                                                ;I;0;130;168,48;168,48;0;9999;0;9999;2;04;040071;;
4797;0202100235;PESQUISA DE MUTAÇÃO DO GENE DA PROTROMBINA                                                                                                                                                                                                                ;F;9;60;180;180;0;1;0;9999;2;04;040072;;
4798;0202110095;DOSAGEM DE 17 HIDROXI PROGESTERONA EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO PEZINHO)                                                                                                                                                                    ;I;0;0;8;0;0;9999;0;9999;2;06;      ;;
4799;0202110109;DOSAGEM DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SANGUE EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO PEZINHO)                                                                                                                                             ;I;0;0;5,5;0;0;9999;0;9999;2;06;      ;;
4800;0202110117;DOSAGEM QUANTITATIVA DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SORO                                                                                                                                                                                      ;I;0;130;137;0;0;1;0;9999;2;06;      ;;
4801;0202110125;DETECÇÃO MOLECULAR DE MUTAÇÃO EM HIPERPLASIA ADRENAL CONGÊNITA                                                                                                                                                                                            ;I;0;130;66;0;0;1;0;9999;2;06;      ;;
4802;0202110133;DETECÇÃO MOLECULAR DE MUTAÇÃO EM DEFICIÊNCIA DE BIOTINIDASE                                                                                                                                                                                               ;I;0;130;66;0;0;1;0;9999;2;06;      ;;
4803;0202110141;DOSAGEM DE CLORETO NO SUOR                                                                                                                                                                                                                                ;I;0;2;150;0;0;2;0;9999;2;06;      ;;
4804;0203010078;CONTROLE DE QUALIDADE DO EXAME CITOPATOLÓGICO CERVICO VAGINAL                                                                                                                                                                                             ;F;10;130;17,63;0;0;1;0;9999;2;06;      ;;
4805;0203010086;EXAME CITOPATOLÓGICO CERVICO VAGINAL/MICROFLORA-RASTREAMENTO                                                                                                                                                                                              ;F;25;64;14,37;0;0;1;0;9999;2;06;      ;;
4806;0204010217;RADIOGRAFIA INTERPROXIMAL (BITE WING)                                                                                                                                                                                                                     ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4807;0204010225;RADIOGRAFIA PERIAPICAL                                                                                                                                                                                                                                    ;I;0;130;0;0;0;9999;0;9999;1;01;      ;;
4808;0206010095;TOMOGRAFIA POR EMISSÃO DE PÓSITRONS (PET-CT)                                                                                                                                                                                                              ;I;0;130;2107,22;0;0;1;0;9999;3;06;      ;;
4809;0211020079;OXIMETRIA DE PULSO (TESTE DO CORAÇÃOZINHO)                                                                                                                                                                                                                ;I;0;0;0;0;0;2;0;9999;2;06;      ;;
4810;0211060283;TOMOGRAFIA DE COERÊNCIA ÓPTICA                                                                                                                                                                                                                            ;I;60;130;48;0;0;1;0;9999;2;04;040069;;
4811;0211070378;AVALIAÇÃO E SELEÇÃO PRÉ-CIRÚRGICA PARA IMPLANTE COCLEAR                                                                                                                                                                                                   ;I;0;130;46,56;0;0;1;0;9999;3;04;040067;;
4812;0211070386;MAPEAMENTO E BALANCEAMENTO DOS ELETRODOS                                                                                                                                                                                                                  ;I;0;130;33,91;0;0;2;0;9999;3;04;040067;;
4813;0211070394;POTENCIAL EVOCADO ELETRICAMENTE NO SISTEMA AUDITIVO                                                                                                                                                                                                       ;I;0;130;93,76;0;0;2;0;9999;3;04;040067;;
4814;0211070408;REFLEXO ESTAPEDIANO ELICIADO ELETRICAMENTE                                                                                                                                                                                                                ;I;0;130;46;0;0;2;0;9999;3;04;040067;;
4815;0211070416;AVALIAÇÃO E SELEÇÃO PRÉ-CIRÚRGICA PARA PRÓTESE AUDITIVA ANCORADA NO OSSO                                                                                                                                                                                  ;I;5;130;46,56;0;0;1;0;9999;3;04;040067;;
4816;0212010069;TESTE DO ÁCIDO NUCLEICO (NAT) EM AMOSTRAS DE SANGUE DO DOADOR DE SANGUE.                                                                                                                                                                                  ;I;16;69;9,34;0;0;9999;0;9999;2;06;      ;;
4817;0213010720;PESQUISA DE SARS-COV-2 POR RT - PCR                                                                                                                                                                                                                       ;I;0;130;0;0;0;9999;0;9999;2;07;      ;;
4818;0214010074;TESTE RÁPIDO PARA SÍFILIS                                                                                                                                                                                                                                 ;I;2;130;1;0;0;9999;0;9999;2;06;      ;;
4819;0214010082;TESTE RÁPIDO PARA SÍFILIS NA GESTANTE OU PAI/PARCEIRO                                                                                                                                                                                                     ;I;10;130;0;0;0;3;0;9999;1;01;      ;;
4820;0214010090;TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C                                                                                                                                                                                                                  ;I;2;130;0;0;0;3;0;9999;1;01;      ;;
4821;0214010104;TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HBV                                                                                                                                                                                                           ;I;0;130;0;0;0;9999;0;9999;1;07;      ;;
4822;0214010112;TESTE RÁPIDO PARA VÍRUS ZIKA IGG/IGM                                                                                                                                                                                                                      ;I;0;130;0;0;0;9999;0;9999;1;07;      ;;
4823;0214010120;TESTE RÁPIDO PARA DENGUE IGG/IGM                                                                                                                                                                                                                          ;I;0;130;0;0;0;9999;0;9999;1;07;      ;;
