idcid;codigo;descricao;restricao_sexo
13172;A42 ;Actinomicose                                                                                        ;I
13173;A43 ;Nocardiose                                                                                          ;I
13174;A44 ;Bartonelose                                                                                         ;I
13175;A48 ;Doenças bactérianas não classificadas em outra parte                                                ;I
13176;A49 ;Infecção bacteriana de localização não especificada                                                 ;I
13177;A50 ;sífilis congênita                                                                                   ;I
13178;C43 ;Melanoma maligno da pele                                                                            ;I
13179;C44 ;Outras neoplasias malígnas da pele                                                                  ;I
13180;C45 ;Mesotelioma                                                                                         ;I
13181;C46 ;Sarcoma de Kaposi                                                                                   ;I
13182;A56 ;Outras infecções causadas por clamídias transmitidas por via sexual                                 ;I
13183;A59 ;Tricomoniase                                                                                        ;I
13184;A60 ;Infecções anogenitais pelo vírus do herpes (herpes simples)                                         ;I
13185;A63 ;Doenças de transmissão predominantemente sexual não classificadas em outra parte                    ;I
13186;A66 ;Bouba                                                                                               ;I
13187;A67 ;Pinta (carate)                                                                                      ;I
13188;D69 ;Purpura e outras afecções hemorrágicas                                                              ;I
13189;D72 ;Outros transtornos dos globulos brancos                                                             ;I
13190;D73 ;Doenças do baco                                                                                     ;I
13191;D74 ;Metemoglobinemia                                                                                    ;I
13192;A79 ;Outras rickettsioses                                                                                ;I
13193;A80 ;Poliomielite aguda                                                                                  ;I
13194;A81 ;Infecções por vírus atípicos do sistema nervoso central                                             ;I
13195;A82 ;Raiva                                                                                               ;I
13196;A83 ;Encefalite por vírus transmitidos por mosquitos                                                     ;I
13197;A84 ;Encefalite por vírus transmitido por carrapatos                                                     ;I
13198;C53 ;Neoplasia malígna do colo do utero                                                                  ;I
13199;C54 ;Neoplasia malígna do corpo do utero                                                                 ;I
13200;C57 ;Neoplasia malígna de outros orgãos genitais femininose dos não especificados                        ;I
13201;C60 ;Neoplasia malígna do pênis                                                                          ;I
13202;C62 ;Neoplasia malígna dos testiculos                                                                    ;I
13203;A96 ;Febre hemorrágica por arenavírus                                                                    ;I
13204;A98 ;Outras febres hemorrágicas por vírus não classificadas em outra parte                               ;I
13205;B00 ;Infecções pelo vírus do herpes (herpes simples)                                                     ;I
13206;B01 ;Varicela                                                                                            ;I
13207;B02 ;Herpes Zoster (zona)                                                                                ;I
13208;F20 ;Esquizofrenia                                                                                       ;I
13209;F22 ;Transtornos delirantes persistentes                                                                 ;I
13210;F23 ;Transtornos psicóticos agudos e transitórios                                                        ;I
13211;F25 ;Transtornos esquizoafetivos                                                                         ;I
13212;F30 ;Episodio maniaco                                                                                    ;I
13213;B18 ;Hepatite viral crônica                                                                              ;I
13214;B19 ;Hepatite viral não especificada                                                                     ;I
13215;B20 ;Doença pelo HIV resultando em doenças infecciosas e parasitárias                                    ;I
13216;B21 ;Doença pelo HIV resultando em neoplasias malígnas                                                   ;I
13217;B22 ;Doença pelo HIV resultando em doenças especificadas                                                 ;I
13218;B23 ;Doença pelo HIV resultando em outras doenças especificadas                                          ;I
13219;C70 ;Neoplasia malígna das meninges                                                                      ;I
13220;C71 ;Neoplasia malígna do encefalo                                                                       ;I
13221;C72 ;Neoplasia malígna de outras partes do sistema nervoso central                                       ;I
13222;C74 ;Neoplasia malígna da glândula supra-renal                                                           ;I
13223;C75 ;Neoplasia malígna de outras glândulas endocrinas e de estruturas relacionadas                       ;I
13224;B35 ;Dermatofitose                                                                                       ;I
13225;B36 ;Outras micoses superficiais                                                                         ;I
13226;B37 ;Candidiase                                                                                          ;I
13227;B38 ;Coccidioidomicose                                                                                   ;I
13228;D83 ;Imunodeficiência comum váriavel                                                                     ;I
13229;D84 ;Outras imunodeficiências                                                                            ;I
13230;D86 ;Sarcoidose                                                                                          ;I
13231;D89 ;Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte          ;I
13232;E00 ;Síndrome de deficiência congênita de iodo                                                           ;I
13233;E01 ;Transtornos tireoidianos e afecções associadas relacionados a deficiência de iodo                   ;I
13234;B44 ;Aspergilose                                                                                         ;I
13235;B45 ;Criptococose                                                                                        ;I
13236;B46 ;Zigomicose                                                                                          ;I
13237;B47 ;Micetoma                                                                                            ;I
13238;B48 ;Outras micoses não classificadas em outra parte                                                     ;I
13239;A00 ;Cólera                                                                                              ;I
13240;A01 ;Febres tifóide e paratifóide                                                                        ;I
13241;A02 ;Outras infecções por Salmonella                                                                     ;I
13242;A03 ;Shiguelose                                                                                          ;I
13243;A04 ;Outras infecções intestinais bactérianas                                                            ;I
13244;A05 ;Outras intoxicações alimentares bacterianas, não classificadas em outra parte                       ;I
13245;C81 ;Doença de Hodgkin                                                                                   ;I
13246;C82 ;Linfoma não-Hodgkin folicular (nodular)                                                             ;I
13247;C83 ;Linfoma não-Hodgkin difuso                                                                          ;I
13248;C84 ;Linfomas de células t cutâneas e periféricas                                                        ;I
13249;C85 ;Outros tipos e de tipo não especificado                                                             ;I
13250;A16 ;Tuberculose das vias respiratórias sem confirmação bacteriológica ou histológica                    ;I
13251;A17 ;Meningite tuberculosa                                                                               ;I
13252;A18 ;Tuberculose de outros orgãos                                                                        ;I
13253;A19 ;Tuberculose miliar                                                                                  ;I
13254;A20 ;Peste                                                                                               ;I
13255;B60 ;Doenças devidas a protozoários não classificadas em outra parte                                     ;I
13256;B65 ;Esquistossomose (bilharziose) (schistosomiase)                                                      ;I
13257;B66 ;Outras infestações por trematodeos                                                                  ;I
13258;B67 ;Equinococose                                                                                        ;I
13259;A26 ;Erisipelóide                                                                                        ;I
13260;A27 ;Leptospirose                                                                                        ;I
13261;A28 ;Doenças bactérianas zoonóticas não classificadas em outra parte                                     ;I
13262;A30 ;Doença de Hansen (lepra)                                                                            ;I
13263;A31 ;Outras micobactérias                                                                                ;I
13264;A32 ;Listeriose (listeriase)                                                                             ;I
13265;N29 ;Transtornos do rim e do ureter em doenças classificadas em outra parte                              ;I
13266;N30 ;Cistite                                                                                             ;I
13267;N31 ;Disfunções neuromusculares da bexiga não classificados em outra parte                               ;I
13268;N32 ;Transtornos da bexiga                                                                               ;I
13269;N33 ;Transtornos da bexiga em doenças classificadas em outra parte                                       ;I
13270;N34 ;Uretrite e síndrome uretral                                                                         ;I
13271;N35 ;Estenose da uretra                                                                                  ;I
13272;O01 ;Mola hidatiforme                                                                                    ;I
13273;O02 ;Outros produtos anormais da concepção                                                               ;I
13274;O03 ;Aborto espontâneo                                                                                   ;I
13275;O04 ;Aborto por razões medicas e legais                                                                  ;I
13276;O05 ;Outros tipos de aborto                                                                              ;I
13277;O71 ;Outros traumatismos obstétricos                                                                     ;I
13278;O72 ;Hemorragia pós-parto                                                                                ;I
13279;O73 ;Retenção da placenta e das membranas sem hemorragias                                                ;I
13280;O74 ;Complicações de anestesia durante o trabalho de parto e o parto                                     ;I
13281;O75 ;Outras complicações do trabalho de parto e do parto não classificadas em outra parte                ;I
13282;P36 ;Septicemia bactériana do recém-nascido                                                              ;I
13283;P37 ;Doenças infecciosas e parasitárias congênitas                                                       ;I
13284;P39 ;Outras infecções especificas do periodo perinatal                                                   ;I
13285;P50 ;Perda sanguinea fetal                                                                               ;I
13286;V93 ;Acidente a bordo de uma embarcação sem acidente da embarcação e não causando afogamento ou submersão;I
13287;V94 ;Outros acidentes de transporte por água e os não especificados                                      ;I
13288;V95 ;Acidente de aeronave a motor causando traumatismo aoocupante                                        ;I
13289;V96 ;Acidente de uma aeronave sem motor causando traumatismo a ocupante                                  ;I
13290;V97 ;Outros acidentes especificados de transporte aéreo                                                  ;I
13291;W00 ;Queda no mesmo nível envolvendo gelo e neve                                                         ;I
13292;W01 ;Queda no mesmo nível por escorregao tropeção ou passos em falsos (traspes)                          ;I
13293;W02 ;Queda envolvendo patins de rodas ou para gelo esqui ou pranchas de rodas                            ;I
13294;W03 ;Outras quedas no mesmo nível por colisão com ou empurrao por outra pessoa                           ;I
13295;W04 ;Queda enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s)                             ;I
13296;W05 ;Queda envolvendo uma cadeira de rodas                                                               ;I
13297;W06 ;Queda de um leito                                                                                   ;I
13298;W07 ;Queda de uma cadeira                                                                                ;I
13299;W08 ;Queda de outro tipo de mobília                                                                      ;I
13300;W09 ;Queda envolvendo equipamento de playground                                                          ;I
13301;W10 ;Queda em ou de escadas ou degraus                                                                   ;I
13302;W11 ;Queda em ou de escadas de mão                                                                       ;I
13303;W12 ;Queda em ou de um andaime                                                                           ;I
13304;W13 ;Queda de ou para fora de edifícios ou outras estruturas                                             ;I
13305;W14 ;Queda de árvore                                                                                     ;I
13306;W15 ;Queda de penhasco                                                                                   ;I
13307;W16 ;Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão                 ;I
13308;W17 ;Outras quedas de um nível a outro                                                                   ;I
13309;W18 ;Outras quedas no mesmo nível                                                                        ;I
13310;W19 ;Queda sem especificação                                                                             ;I
13311;W20 ;Impacto causado por objeto lancado projetado ou em queda                                            ;I
13312;W21 ;Impacto acidental ativo ou passivo causado por equipamento esportivo                                ;I
13313;W22 ;Impacto acidental ativo ou passivo causado por outros objetos                                       ;I
13314;W23 ;Apertado colhido comprimido ou esmagado dentro de ou entre objetos                                  ;I
13315;W24 ;Contato com elevadores e instrumentos de transmissão não classificados em outra parte               ;I
13316;W25 ;Contato com vidro cortante                                                                          ;I
13317;W26 ;Contato com faca espada e punhal                                                                    ;I
13318;W27 ;Contato com ferramentas manuais sem motor                                                           ;I
13319;W28 ;Contato com segadeira motorizada para cortar ou aparar a grama                                      ;I
13320;W29 ;Contato com outros utensilios manuais e aparelhos domésticos equipados com motor                    ;I
13321;W30 ;Contato com maquinária agricola                                                                     ;I
13322;W31 ;Contato com maquinária agricola - outras máquinas e com as não especificadas                        ;I
13323;W32 ;Exposição a projetil de revolver                                                                    ;I
13324;W33 ;Exposição a rifle espingarda e armas de fogo de maior tamanho                                       ;I
13325;W34 ;Exposição a outras armas de fogo e das não especificadas                                            ;I
13326;W35 ;Explosão ou ruptura de caldeira                                                                     ;I
13327;W36 ;Explosão ou ruptura de cilindro de gas                                                              ;I
13328;W37 ;Explosão ou ruptura de pneumático tubulação ou mangueira pressurizados                              ;I
13329;W38 ;Explosão ou ruptura de outros aparelhos pressurizados especificados                                 ;I
13330;W39 ;Exposição a queima de fogos de artificio                                                            ;I
13331;W40 ;Explosão de outros materiais                                                                        ;I
13332;W41 ;Exposição a um jato de alta pressão                                                                 ;I
13333;W42 ;Exposição ao ruído                                                                                  ;I
13334;W43 ;Exposição a vibração                                                                                ;I
13335;W44 ;Penetração de corpo estranho no ou atraves de olho ou orificio natural                              ;I
13336;W45 ;Penetração de corpo ou objeto estranho atraves da pele                                              ;I
13337;W46 ;Contato com agulha hipodérmica                                                                      ;I
13338;W49 ;Exposição a outras forcas mecânicas inanimadas e às não especificadas                               ;I
13339;W50 ;Golpe pancada pontape mordedura ou escoriação infligidos por outra pessoa                           ;I
13340;W51 ;Colisão entre duas pessoas                                                                          ;I
13341;W52 ;Esmagado empurrado ou pisoteado por multidão ou debandada em massa de pessoas                       ;I
13342;W53 ;Mordedura de rato                                                                                   ;I
13343;W54 ;Mordedura ou golpe provocado por cão                                                                ;I
13344;W55 ;Mordedura ou golpe provocado por outros animais mamiferos                                           ;I
13345;W56 ;Contato com animais marinhos                                                                        ;I
13346;W57 ;Mordeduras e picadas de inseto e de outros artrópodes não-venenosos                                 ;I
13347;W58 ;Mordedura ou golpe provocado por crocodilo ou aligátor                                              ;I
13348;W59 ;Mordedura ou esmagamento provocado por outros repteis                                               ;I
13349;W60 ;Contato com espinhos de plantas ou com folhas agucadas                                              ;I
13350;W64 ;Exposição a outras forcas mecanicas animadas e as não especificadas                                 ;I
13351;W65 ;Afogamento e submersão durante banho em banheira                                                    ;I
13352;W66 ;Afogamento e submersão consecutiva a queda dentro de uma banheira                                   ;I
13353;W67 ;Afogamento e submersão em piscina                                                                   ;I
13354;W68 ;Afogamento e submersão consequente a queda dentro de uma piscina                                    ;I
13355;W69 ;Afogamento e submersão em águas naturais                                                            ;I
13356;W70 ;Afogamento e submersão consequentes a queda dentro de águas naturais                                ;I
13357;W73 ;Outros afogamentos e submersão especificados                                                        ;I
13358;W74 ;Afogamento e submersão não especificados                                                            ;I
13359;W75 ;Sufocação e estrangulamento acidental na cama                                                       ;I
13360;W76 ;Outro enforcamento e estrangulamento acidental                                                      ;I
13361;W77 ;Risco a respiração devido a desmoronamento queda de terra e de outras substâncias                   ;I
13362;W78 ;Inalação do conteudo gastrico                                                                       ;I
13363;W79 ;Inalação e ingestao de alimentos causando obstrução do trato respiratório                           ;I
13364;W80 ;Inalação e ingestao de outros objetos causando obstrução do trato respiratório                      ;I
13365;W81 ;Confinado ou aprisionado em um ambiente pobre em oxigenio                                           ;I
13366;W83 ;Outros riscos especificados a respiração                                                            ;I
13367;W84 ;Riscos não especificados a respiração                                                               ;I
13368;W85 ;Exposição a linhas de transmissão de corrente eletrica                                              ;I
13369;W86 ;Exposição a outra corrente eletrica especificada                                                    ;I
13370;W87 ;Exposição a corrente eletrica não especificada                                                      ;I
13371;W88 ;Exposição a radiação ionizante                                                                      ;I
13372;W89 ;Exposição a fontes luminosas artificais visiveis ou a luz ultravioleta                              ;I
13373;W90 ;Exposição a outros tipos de radiação não-ionizante                                                  ;I
13374;W91 ;Exposição a tipo não especificado de radiação                                                       ;I
13375;W92 ;Exposição a um calor excessivo de origem artificial                                                 ;I
13376;W93 ;Exposição a um frio excessivo de origem artificial                                                  ;I
13377;W94 ;Exposição a alta baixa e a váriações da pressão atmosferica                                         ;I
13378;W99 ;Exposição a outros fatores ambientais artificiais e aos não especificados                           ;I
13379;X00 ;Exposição a fogo não-controlado em um edifício ou outro tipo de construção                          ;I
13380;X01 ;Exposição a fogo não-controlado fora de um edifício ou deoutro tipo de construção                   ;I
13381;X02 ;Exposição a fogo controlado em um edifício ou outro tipo de construção                              ;I
13382;X03 ;Exposição a fogo controlado fora de um edifício ou de outro tipo de construção                      ;I
13383;X04 ;Exposição a combustao de substancia muito inflamavel                                                ;I
13384;X05 ;Exposição a combustao de roupa de dormir                                                            ;I
13385;X06 ;Exposição a combustao de outro tipo de roupa ou de acessórios                                       ;I
13386;X08 ;Exposição a outro tipo especificado de fumaça, fogo ou chamas                                       ;I
13387;X09 ;Exposição a tipo não especificado de fumaça, fogo ou chamas                                         ;I
13388;X10 ;Contato com bebidas alimentos gordura e oleo de cozinha quentes                                     ;I
13389;X11 ;Contato com água corrente quente de torneira                                                        ;I
13390;X12 ;Contato com outros líquidos quentes                                                                 ;I
13391;X13 ;Contato com vapor de água e com vapores quentes                                                     ;I
13392;X14 ;Contato com ar e gases quentes                                                                      ;I
13393;X15 ;Contato com aparelhos domésticos quentes                                                            ;I
13394;X16 ;Contato com aquecedores radiadores e tubulação                                                      ;I
13395;X17 ;Contato com motores máquinas e ferramentos quentes                                                  ;I
13396;X18 ;Contato com outros metais quentes                                                                   ;I
13397;X19 ;Contato com outras fontes de calor ou com substancias quentes não especificados                     ;I
13398;X20 ;Contato com serpentes e lagartos venenosos                                                          ;I
13399;X21 ;Contato com aranhas venenosas                                                                       ;I
13400;X22 ;Contato com escorpioes                                                                              ;I
13401;X23 ;Contato com abelhas vespas e vespoes                                                                ;I
13402;X24 ;Contato com centopéias e miriápodes venenosas (tropicais)                                           ;I
13403;X25 ;Contato com outros artrópodes venenosos                                                             ;I
13404;X26 ;Contato com animais e plantas marinhos venenosos                                                    ;I
13405;X27 ;Contato com outros animais venenosos especificados                                                  ;I
13406;X28 ;Contato com outras plantas venenosas especificadas                                                  ;I
13407;X29 ;Contato com animais ou plantas venenosos sem especificação                                          ;I
13408;X30 ;Exposição a calor natural excessivo                                                                 ;I
13409;X31 ;Exposição a frio natural excessivo                                                                  ;I
13410;X32 ;Exposição a luz solar                                                                               ;I
13411;X33 ;Vitima de raio                                                                                      ;I
13412;X34 ;Vitima de terremoto                                                                                 ;I
13413;X35 ;Vitima de erupção vulcanica                                                                         ;I
13414;X36 ;Vitima de avalanche desabamento de terra e outros movimentos da superficie terrestre                ;I
13415;X37 ;Vitima de tempestade cataclismica                                                                   ;I
13416;X38 ;Vitima de inundação                                                                                 ;I
13417;X39 ;Exposição a outras forcas da natureza e às não especificadas                                        ;I
13418;X40 ;Envenenamento acidental p/ exposição a analgesicos antipiréticos e anti-reumáticos não-opiáceos     ;I
13419;X41 ;Env acidental p/ exp anticonvulsivante sedativo hipnótico antiparkinsoniano psicotropico ncop       ;I
13420;X42 ;Envenenamento acidental p/ exposição a narcóticos e psicodislepticos (alucinógenos) ncop            ;I
13421;X43 ;Envenenamento acidental p/ exposição outras substâncias farmacológicas de ação sobre o sna          ;I
13422;X44 ;Envenenamento acidental p/ exposição outras drogas medicamentos e substâncias biológicas ne         ;I
13423;X45 ;Envenenamento (intoxicação) acidental por e exposição ao álcool                                     ;I
13424;X46 ;Envenenamento acidental p/ exposição a solventes orgânicos hidrocarbonetos halogenados evapores     ;I
13425;X47 ;Intoxicação acidental por e exposição a outros gases e vapores                                      ;I
13426;X48 ;Envenenamento (intoxicação) acidental por e exposição a pesticidas                                  ;I
13427;X49 ;Envenenamento acidental p/ exposição a outras substâncias quimicas nocivas e às não especificadas   ;I
13428;X50 ;Excesso de exercicios e movimentos vigorosos ou repetitivos                                         ;I
13429;X51 ;Excesso de viagem e movimento                                                                       ;I
13430;X52 ;Estada prolongada em ambiente agravitacional                                                        ;I
13431;X53 ;Falta de alimento                                                                                   ;I
13432;X54 ;Falta de água                                                                                       ;I
13433;X57 ;Privação não especificada                                                                           ;I
13434;X58 ;Exposição a outros fatores especificados                                                            ;I
13435;X59 ;Exposição a fatores não especificados                                                               ;I
13436;X60 ;Auto-intoxicação p/exposição intencional a analgesicos antipiréticosanti-reumáticos não-opiáceos    ;I
13437;X61 ;Auto-intox p/ exp intenc droga anticonvulsivante sedat hipnótico antiparkinsoniano psicotropico ncop;I
13438;X62 ;Auto-intoxicação p/ exposição intencional narcótico psicodisleptico (alucinógenos) ncop             ;I
13439;X63 ;Auto-intoxicação p/ exposição intencional outras subst farmacológicas de ação sobre o sna           ;I
13440;X64 ;Auto-intoxicação p/exposição intencional outras drogas medicamentos e subst biológicas e as ne      ;I
13441;X65 ;Auto-intoxicação voluntária por álcool                                                              ;I
13442;X66 ;Auto-intoxicação intencional por solventes orgânicos hidrocarbonetos halogenados e seus vapores     ;I
13443;X67 ;Auto-intoxicação intencional por outros gases e vapores                                             ;I
13444;X68 ;Auto-intoxicação por e exposição intencional a pesticidas                                           ;I
13445;X69 ;Auto-intoxicação p/exposição intencional a outros produtos quimicos e substâncias nocivas ne        ;I
13446;X70 ;Lesão autoprovocada intencionalmente por enforcamento estrangulamento e sufocação                   ;I
13447;X71 ;Lesão autoprovocada intencionalmente por afogamento e submersão                                     ;I
13448;X72 ;Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão                             ;I
13449;X73 ;Lesão autoprovocada intencionalmente p/ disparo espingarda carabina ou arma de fogo de maior calibre;I
13450;X74 ;Lesão autoprovocada intencionalmente p/ disparo de arma de fogo e de arma de fogo não especificada  ;I
13451;X75 ;Lesão autoprovocada intencionalmente por dispositivos explosivos                                    ;I
13452;X76 ;Lesão autoprovocada intencionalmente pela fumaca pelo fogo e por chamas                             ;I
13453;X77 ;Lesão autoprovocada intencionalmente por vapor de água gases ou objetos quentes                     ;I
13454;X78 ;Lesão autoprovocada intencionalmente por objeto cortante ou penetrante                              ;I
13455;X79 ;Lesão autoprovocada intencionalmente por objeto contundente                                         ;I
13456;X80 ;Lesão autoprovocada intencionalmente por precipitação de um lugar elevado                           ;I
13457;X81 ;Lesão autoprovocada intencionalmente por precipitação ou permanência diante de objeto em movimento  ;I
13458;X82 ;Lesão autoprovocada intencionalmente por impacto de um veículo a motor                              ;I
13459;X83 ;Lesão autoprovocada intencionalmente por outros meios especificados                                 ;I
13460;X84 ;Lesão autoprovocada intencionalmente por meios não especificados                                    ;I
13461;X85 ;Agressão por meio de drogas medicamentos e substancias biológicas                                   ;I
13462;X86 ;Agressão por meio de substancias corrosivas                                                         ;I
13463;X87 ;Agressão por pesticidas                                                                             ;I
13464;X88 ;Agressão por meio de gases e vapores                                                                ;I
13465;X89 ;Agressão por meio de outros produtos quimicos e substâncias nocivas especificados                   ;I
13466;X90 ;Agressão por meio de produtos quimicos e substancias nocivas não especificados                      ;I
13467;X91 ;Agressão por meio de enforcamento estrangulamento e sufocação                                       ;I
13468;X92 ;Agressão por meio de afogamento e submersão                                                         ;I
13469;X93 ;Agressão por meio de disparo de arma de fogo de mão                                                 ;I
13470;X94 ;Agressão por meio de disparo de espingarda carabina ou arma de fogo de maior calibre                ;I
13471;X95 ;Agressão por meio de disparo de outra arma de fogo ou dearma não especificada                       ;I
13472;X96 ;Agressão por meio de material explosivo                                                             ;I
13473;X97 ;Agressão por meio de fumaca fogo e chamas                                                           ;I
13474;X98 ;Agressão por meio de vapor de água gases ou objetos quentes                                         ;I
13475;X99 ;Agressão por meio de objeto cortante ou penetrante                                                  ;I
13476;Y00 ;Agressão por meio de um objeto contundente                                                          ;I
13477;Y01 ;Agressão por meio de projeção de um lugar elevado                                                   ;I
13478;Y02 ;Agressão por meio de projeção ou colocação da vitima diante de um objeto em movimento               ;I
13479;Y03 ;Agressão por meio de impacto de um veículo a motor                                                  ;I
13480;Y04 ;Agressão por meio de forca corporal                                                                 ;I
13481;Y05 ;Agressão sexual por meio de forca fisica                                                            ;I
13482;Y06 ;Negligência e abandono                                                                              ;I
13483;Y07 ;Outras síndromes de maus tratos                                                                     ;I
13484;Y08 ;Agressão por outros meios especificados                                                             ;I
13485;Y09 ;Agressão por meios não especificados                                                                ;I
13486;Y10 ;Envenen p/ exposição a analgesicos antipiréticos e anti-reumáticos n-opiáceos intenção n determinada;I
13487;Y11 ;Env p/ exp anticonvuls sedativo hipnótico antiparkinsoniano e psicotropico ncop intenção não deter  ;I
13488;Y12 ;Envenenamento p/ exposição a narcóticos a psicodisleptico alucinógeno ncop intenção não determinada ;I
13489;Y13 ;Outras substancias farmacológicas de ação sobre o sistema nervoso autônomo intenção não determinada ;I
13490;Y14 ;Outras drogas medicamentos e substancias biológicas e as não especificadas intenção não determinada ;I
13491;Y15 ;Envenenamento (intoxicação) por e exposição ao álcool intenção não determinada                      ;I
13492;Y16 ;Envenen p/ exposição solvente orgânico hidrocarboneto halogenado e vapores intenção não determinada ;I
13493;Y17 ;Envenenamento (intoxicação) por e exposição a outros gases e vapores intenção não determinada       ;I
13494;Y18 ;Envenenamento (intoxicação) por e exposição a pesticidas intenção não determinada                   ;I
13495;Y19 ;Envenenamento p/ exposição a outro produto quimico subst nociva e aos ne intenção não determinada   ;I
13496;Y20 ;Enforcamento estrangulamento e sufocação intenção não determinada                                   ;I
13497;Y21 ;Afogamento e submersão intenção não determinada                                                     ;I
13498;Y22 ;Disparo de pistola intenção não determinada                                                         ;I
13499;Y23 ;Disparo de fuzil carabina e arma de fogo de maior calibre intenção não determinada                  ;I
13500;Y24 ;Disparo de outra arma de fogo e de arma de fogo não especificada intenção não determinada           ;I
13501;Y25 ;Contato com material explosivo intenção não determinada                                             ;I
13502;Y26 ;Exposição a fumaca fogo e chamas intenção não determinada                                           ;I
13503;Y27 ;Exposição a vapor de água gases ou objetos quentes intenção não determinada                         ;I
13504;Y28 ;Contato com objeto cortante ou penetrante intenção não determinada                                  ;I
13505;Y29 ;Contato com objeto contundente intenção não determinada                                             ;I
13506;Y30 ;Queda salto ou empurrado de um lugar elevado intenção não determinada                               ;I
13507;Y31 ;Queda permanência ou corrida diante de um objeto em movimento intenção não determinada              ;I
13508;Y32 ;Impacto de um veículo a motor intenção não determinada                                              ;I
13509;Y33 ;Outros fatos ou eventos especificados intenção não determinada                                      ;I
13510;Y34 ;Intervenção legal                                                                                   ;I
13511;Y35 ;Fatos ou eventos não especificados e intenção não determinada                                       ;I
13512;Y36 ;Operações de guerra                                                                                 ;I
13513;Y40 ;Efeitos adversos de antibióticos sistemicos                                                         ;I
13514;Y41 ;Efeitos adversos de outros antiinfecciosos e antiparasitários sistemicos                            ;I
13515;Y42 ;Efeitos adversos de hormonios e seus substitutos sintéticos e antagonistas ncop                     ;I
13516;Y43 ;Efeitos adversos de substancias de ação primáriamente sistemica                                     ;I
13517;Y44 ;Substancias farmacológicas que atuam primáriamente sobre os constituintes do sangue                 ;I
13518;Y45 ;Efeitos adversos de substancias analgesicas antipireticas e antiinflamatórias                       ;I
13519;Y46 ;Efeitos adversos de drogas anticonvulsivantes (anti-epilepticas) e antiparkinsonianas               ;I
13520;Y47 ;Efeitos adversos de sedativos hipnóticos e tranquilizantes (ansioliticos)                           ;I
13521;Y48 ;Efeitos adversos de anestésicos e gases terapêuticos                                                ;I
13522;Y49 ;Efeitos adversos de substancias psicotropicas não classificadas em outra parte                      ;I
13523;Y50 ;Efeitos adversos de estimulantes do sistema nervoso central não classificados em outra parte        ;I
13524;Y51 ;Efeitos adversos de drogas que atuam primáriamente sobre o sistema nervoso autônomo                 ;I
13525;Y52 ;Efeitos adversos de substancias que atuam primáriamente sobre o aparelho cardiovascular             ;I
13526;Y53 ;Efeitos adversos de substancias que atuam primáriamente sobre o aparelhogastrointestinal            ;I
13527;Y54 ;Efeit adverso subst que atuam primáriamente sobre metabolismo da água sais minerais eácido urico    ;I
13528;Y55 ;Efeito adverso subst que atuam primáriamente músculos lisos e esqueléticos o aparelho respiratório  ;I
13529;Y56 ;Ef adv subst uso topicoatuam pele e memb mucosa drogas de uso oftalmol otorrinolaringol e dentário  ;I
13530;Y57 ;Efeitos adversos de outras drogas e medicamentos e as não especificadas                             ;I
13531;Y58 ;Efeitos adversos de vacinas bactérianas                                                             ;I
13532;Y59 ;Efeitos adversos de outras vacinas e substancias biológicas e as não especificadas                  ;I
13533;Y60 ;Corte punção perfuração ou hemorragia acidental durante prestação de cuidados medicos ou cirurgicos ;I
13534;Y61 ;Objeto estranho deixado acidentalmente no corpo durante a prestação de cuidados cirurgicos e medicos;I
13535;Y62 ;Assepsia insuficiente durante a prestação de cuidadoscirurgicos e medicos                           ;I
13536;Y63 ;Erros de dosagem durante a prestação de cuidados medicos e cirurgicos                               ;I
13537;Y64 ;Acidente por medicamentos ou substancias biológicas contaminados                                    ;I
13538;Y65 ;Acidente por outros acidentes durante a prestação de cuidados medicos e cirurgicos                  ;I
13539;Y70 ;Dispositivos (aparelhos) de anestesiologia associados a incidentes adversos                         ;I
13540;Y71 ;Dispositivos (aparelhos) cardiovasculares associados a incidentes adversos                          ;I
13541;Y72 ;Dispositivos (aparelhos) utilizados em otorrinolaringologia associados a incidentes adversos        ;I
13542;Y73 ;Dispositivos (aparelhos) usados em gastroenterologia e em urologia associados a incidentes adversos ;I
13543;Y74 ;Dispositivos (aparelhos) gerais de uso hospitalar ou pessoal associados a incidentes adversos       ;I
13544;Y75 ;Dispositivos (aparelhos) utilizados em neurologia associados a incidentes adversos                  ;I
13545;Y76 ;Dispositivos (aparelhos) utilizados em obstetricia eem ginecologia associados a incidentes adversos ;I
13546;Y77 ;Dispositivos (aparelhos) utilizados em oftalmologia associados a incidentes adversos                ;I
13547;Y78 ;Dispositivos (aparelhos) utilizados em radiologia associados a incidentes adversos                  ;I
13548;Y79 ;Dispositivos (aparelhos) ortopedicos associado a incidentes adversos                                ;I
13549;Y80 ;Dispositivos (aparelhos) utilizados em medicina fisica (fisiatria) associado a incidentes adversos  ;I
13550;Y81 ;Dispositivos utilizados em cirurgia geral ou cirurgia plastica associados a incidente adversos      ;I
13551;Y82 ;Outros dispositivos (aparelhos) associados a incidentes adversos e os não especificados             ;I
13552;Y83 ;Reação anormal pac ou compl tardia caus p/ interv cirurg e p/ ato cirurg s/ menção acid dur interven;I
13553;Y84 ;Reação anormal ou complic tardia p/ outros proced medicos s/ menção acidente durante procedimento   ;I
